LAT,LONG,NAME
34.0791,-84.0283,Old Suwanee Christian School
34.9514737,-84.0265755,Tate School (historical)
34.9514737,-84.0262977,Tate School
33.9776027,-84.0257418,McKendree School
32.3037687,-84.0254629,Macon County Elementary School
33.6648325,-84.0249128,J P Carr School
33.5673346,-84.0243566,Magnet School (historical)
34.692868,-84.0243579,Woody Gap High School
34.6920346,-84.0238024,Woody Gap Elementary School
34.0166,-84.0221,Collins Hill High School
34.0179,-84.022,Collins Hill High School
33.694,-84.0219,Conyers Apostolic Christian Academy
33.5978896,-84.021579,Honey Creek Elementary School
33.9270484,-84.0212982,Cedar Hill School
34.8475871,-84.0199115,Pleasant Grove School (historical)
33.927604,-84.0193536,Richards Middle School
32.2915471,-84.0187959,Macon County High School
32.3204348,-84.0187962,Southland Academy
33.9985,-84.0176,Creekland Middle School
32.7356955,-84.0174102,Crawford County Elementary School
33.8554,-84.0161,Ashbury Christian Academy
33.7353867,-84.016024,Triangle Grove School (historical)
34.9261966,-84.0160203,Antioch School (historical)
33.567,-84.0155,Conyers Church
30.8135264,-84.0154483,Brookwood School
33.6687214,-84.0151903,Pine Street Elementary School
33.9988,-84.0143,Collins Hill Christian School
30.8088043,-84.0126703,Thomasville School
34.81731,-84.0124123,Mount Pleasant School (historical)
32.8984677,-84.0121329,Russellville School (historical)
33.4676149,-84.0113004,Beersheba School (historical)
34.7023124,-84.0110246,Mount Lebanon School (historical)
33.8537171,-84.0107437,Britt School
33.1840127,-84.0101898,School Number 3 (historical)
33.8095515,-84.0101892,Norton School
32.7229183,-84.00991,Crawford County Middle School
33.8098983,-84.0098305,R.L. Norton Elementary
33.8539949,-84.0093548,South Gwinnett High School
34.5706484,-84.0093557,Haygood School
33.9129,-84.009,Alton C Crews Middle School
30.8643584,-84.008782,Greenwood School (historical)
33.6678882,-84.0082455,Rockdale County High School
34.850365,-84.0079668,Center Hill School (historical)
33.7220537,-84.0074125,J H House Elementary School
33.6687215,-84.0071344,C J Hicks Elementary School
34.0029,-84.0069,Creekland Middle School
32.0787787,-84.0057354,Gamage School (historical)
33.8898273,-84.0054649,Pharr School
32.7204184,-84.0049098,Crawford County Comprehensive High School
33.6842768,-84.0046344,Conyers Middle School
33.8337177,-84.0032438,Snellville Middle School
34.5547057,-84.001871,Lumpkin County High School
33.9492704,-84.0004633,Central Gwinnett-Lawrenceville High School
33.6321,-84.0001,Woodlee's Christian Academy
33.9489926,-83.9996298,Central High School
34.9473075,-83.9979634,Russell School (historical)
30.8365814,-83.9971145,Walton Technical School
32.9756875,-83.996855,Hopewell School (historical)
34.1164899,-83.9965731,Buford Middle School
34.1145454,-83.9962953,Buford High School
34.1170454,-83.9960175,Buford Elementary School
30.7446395,-83.9960022,Magnolia School
34.2964873,-83.9954628,Chestatee Elementary School
30.8390813,-83.9954479,Douglas High School (historical)
33.9456595,-83.9949075,Lawrenceville Elementary School
33.6340002,-83.9943558,Flat Shoals Elementary School
33.4320606,-83.9940776,Pine Hill School (historical)
31.6732298,-83.9937928,Mercer Mill School (historical)
30.8393591,-83.9937812,Douglas Middle School
33.5911,-83.9933,Young Americans Christian School
34.8342545,-83.9929667,Coosa School (historical)
31.0162987,-83.9893391,McIntyre Academy (historical)
33.7753862,-83.9890779,Rock Hill School (historical)
33.267899,-83.9885223,Grady School (historical)
31.7226735,-83.9882369,Friendship School (historical)
34.8945311,-83.9879646,Pleasant Hill School (historical)
34.529816,-83.9871322,North Georgia College and State University
34.1537118,-83.9871283,Jeffersonian School (historical)
34.5345382,-83.9868545,Lumpkin County High School
34.9417524,-83.9865741,Ebenezer School (historical)
34.9664742,-83.9862955,Smyrna School
34.0495,-83.9861,Geneva Academy
33.9514,-83.9849,Gwinnett InterVention Education Center
34.4412067,-83.9846309,Fairview School (historical)
34.854532,-83.9846322,Fairview School (historical)
33.9512151,-83.9843512,Hooper Renwick School (historical)
34.1812115,-83.9840727,Center School (historical)
30.8221374,-83.9840586,Dunlap School
30.8304705,-83.9835031,Harper School
34.6148145,-83.9832445,Yahoola School
30.8568587,-83.9829479,Balfour School
34.7245346,-83.9815795,Zion School (historical)
33.9517708,-83.9812955,Lawrenceville School
30.8132488,-83.980725,Magnolia Junior High School
33.1387372,-83.9801883,Bloodworth School (historical)
33.630945,-83.9799107,Oakland School (historical)
34.0964906,-83.97935,Harmony School
34.9578634,-83.9793509,Smyrna School (historical)
33.6434448,-83.9774106,Shady Grove School (historical)
33.5726,-83.9747,Veterans Memorial Middle School
33.2601216,-83.9746326,New Hope School (historical)
30.8438035,-83.9737808,East Side Junior High School
30.8429702,-83.973503,Scott School
31.1299078,-83.9732304,McNeil School (historical)
30.8418591,-83.9729475,Thomasville High School
33.9842702,-83.9726833,Dyer School
30.8451923,-83.9712808,MacIntyre Park Middle School
31.3118486,-83.9699006,Herring School (historical)
30.8251929,-83.9685027,Jerger School
34.5734266,-83.9679657,Dewey School
33.9873258,-83.9679608,Lawrenceville Middle School
31.3932356,-83.9676796,Friendship School (historical)
33.2834543,-83.9665766,Indian Springs Academy
33.2965096,-83.9662988,Jackson Academy (historical)
31.3243484,-83.9660119,Mitchell Grove School (historical)
33.3031761,-83.9657431,Henderson Elementary School
33.3037316,-83.9657431,Henderson High School
34.0081,-83.9655,Hope Springs Christian Learning Center
30.815471,-83.9651691,Birdwood Junior College
33.1745693,-83.9649098,Laldicea School (historical)
30.8668585,-83.9648921,Rose City School
31.6576751,-83.9643472,Saint James School (historical)
30.856581,-83.9643363,Vashti High School
33.292343,-83.9626875,Jackson Public School (historical)
34.9264756,-83.9626844,Pleasant View School (historical)
32.5298704,-83.9624089,Matthews School (historical)
34.9611971,-83.9621276,Bell School (historical)
33.2945652,-83.9612985,Jackson Female Academy (historical)
31.5076775,-83.9599031,Porters Corner School (historical)
33.1801248,-83.9596317,Blount School (historical)
31.0157433,-83.9596166,Regan School (historical)
31.5996205,-83.9593472,Evergreen School (historical)
33.2909542,-83.9587983,Jackson High School
33.291232,-83.9574094,Jackson Primary School
33.8926062,-83.957129,Grayson Elementary School
31.1665739,-83.9571199,Collier School (historical)
31.0679646,-83.9560066,Rockhill School (historical)
34.369542,-83.9554622,High Hill School (historical)
34.8764768,-83.9551856,Union County Elementary School
33.4576162,-83.9549091,Rock Springs School (historical)
34.036,-83.9548,Bay Creek Christian Academy
34.8753657,-83.9535188,Union County High School
30.8588031,-83.9526695,Central High School
33.0220753,-83.9524092,Hubbard High School
31.1268524,-83.9523968,Hamilton School
31.7421185,-83.9515687,Buckaloo School (historical)
33.6953887,-83.9510206,Cedar Grove School (historical)
30.8621363,-83.9510029,Sewell Vocational Center
34.9611975,-83.9504604,Gumlog School
33.5384475,-83.9499089,Livingston School
30.8604698,-83.9498917,Thomas Technical School
30.8635252,-83.9485028,Garrison-Pilcher School
30.8804692,-83.9465587,Oak Hill School (historical)
30.9182459,-83.9465593,Spring Hill School (historical)
32.0576691,-83.9457331,Morgan Grove School (historical)
33.0945727,-83.9449089,School Number 10 (historical)
33.2912322,-83.9446309,Pepperton School (historical)
34.5606494,-83.9443536,Cavenders Creek School
32.447096,-83.9426855,Richardson School
33.8386948,-83.9425456,J. C. Magill Elementary
33.8354,-83.9418,Magill Elementary School
34.0967,-83.9381,Ivy Creek Elementary School
31.5635103,-83.9379577,Morning Star School (historical)
31.58351,-83.9376798,Red Rock School (historical)
33.6115019,-83.9374086,Fairview Elementary School
34.1403799,-83.9362925,Bristol School (historical)
33.0342974,-83.9354642,Banks-Stephens Elementary School
34.0287,-83.9353,Freemans Mill Elementary School
33.6104,-83.9351,Clements Middle School
33.0334641,-83.9340752,Monroe County Middle School
34.9611979,-83.9340706,Gumlog School (historical)
34.029,-83.9339,Freeman's Mill Elementary School
33.0326308,-83.9335196,Mary Persons High School
33.0362418,-83.9321307,Tift College
34.8984213,-83.9318502,Windy Hill School (historical)
34.2009347,-83.9279588,Radford School
34.2009,-83.9279,Flowery Branch Elementary School
34.2011,-83.9277,Flowery Branch Elementary School
34.1851017,-83.927681,Flowery Branch School
34.8212007,-83.9260191,Shadydale School (historical)
34.9695313,-83.9249032,Gumlog School (historical)
31.431013,-83.9246234,Parkerville School (historical)
31.9896165,-83.9237868,Spring Hill School (historical)
33.8719,-83.9237,Grayson High School
33.0259645,-83.9229637,Monroe Academy
34.0446,-83.9227,Fort Daniel Elementary School
32.1284993,-83.9224008,William Chapel School (historical)
34.3892644,-83.9196279,Price School (historical)
32.9212459,-83.9193528,School Number 27 (historical)
34.8489781,-83.9193511,Harmony Grove School (historical)
34.8995328,-83.9185162,Brasstown Zion School (historical)
31.826285,-83.9179553,Warwick High School
31.32296,-83.9168443,Doerun Public School (historical)
33.8921,-83.9158,McConnell Middle School
31.3221266,-83.9157332,Doerun Elementary School
33.893,-83.9153,McConnell Middle School
34.8195343,-83.9146296,Shady Grove School (historical)
31.3221266,-83.9146221,Doerun High School (historical)
31.4796232,-83.9143457,Morris Hill School (historical)
33.1859585,-83.9132404,Blue Ridge School (historical)
33.893,-83.913,Grayson Area Elementary School
34.2223,-83.9104,West Hall Middle School
34.2176016,-83.9101802,West Hall High School
34.6617593,-83.9101866,Mount Pisgah School (historical)
33.5823363,-83.9096294,Porterdale Elementary School
31.6468431,-83.908234,Davis School (historical)
33.5823363,-83.9082405,Newton County High School
32.5670913,-83.9074085,Peach County High School
34.515095,-83.9074078,Garland School
32.0637803,-83.9073988,Franklin School (historical)
33.2878996,-83.906851,Iron Springs School (historical)
31.6246212,-83.9060118,Shady Grove School (historical)
34.3348214,-83.9054596,Sardis School (historical)
34.5656499,-83.9054636,Garnett School
33.9996,-83.905,Dacula Elementary School
31.7037868,-83.9049003,Charity Grove School (historical)
34.8053682,-83.9043517,Berry School (historical)
31.653232,-83.9043449,Zion Grove School (historical)
31.8732293,-83.9037875,Cedar Creek School (historical)
31.1387969,-83.9023966,Bridge Creek School (historical)
32.1993296,-83.9021241,Vance School
33.9906609,-83.9018463,Dacula High School
34.2308,-83.899,Manranatha Christian Academy Oakwood Extension
31.0229655,-83.8979495,Pine Grove School (historical)
31.577122,-83.8979562,Spring Hill School (historical)
30.7829722,-83.8979448,Belleview School (historical)
34.2322,-83.8978,Marantha Christian Academy
33.842331,-83.8974047,Loganville Elementary School
33.842331,-83.8974047,Loganville Junior High School (historical)
32.5409811,-83.8971306,Peach County Training School (historical)
32.5690358,-83.8971306,Fort Valley Middle School
34.8512008,-83.8965721,Center School (historical)
32.9954106,-83.8957406,Midway School (historical)
32.5384812,-83.895464,Royal C Peabody Trade School
33.9909387,-83.8954572,Dacula Middle School
34.608427,-83.8949079,Lewis School
34.3425992,-83.8949038,Sardis School
32.538759,-83.8943528,Fort Valley State University
32.5518142,-83.8935195,Fort Valley Male Academy (historical)
32.5523697,-83.8932417,Fort Valley Primary School
31.9098956,-83.8932312,Cedar Creek School (historical)
32.5584806,-83.8921306,Fort Valley High School (historical)
34.150103,-83.8918458,Piney Grove School (historical)
31.5004565,-83.8918451,Jackson Grove School (historical)
32.5515364,-83.8899084,Fort Valley Female Seminary (historical)
32.5515364,-83.8899084,Grady Institute (historical)
34.4006535,-83.889905,Lanier School
34.1488,-83.8887,Spout Springs Elementary School
32.5540363,-83.8882417,Fort Valley Female College (historical)
31.3704593,-83.8873997,Hillcrest School
33.835387,-83.8874043,Loganville Primary School
34.1449,-83.8874,Sprout Springs Elementary School
34.5175952,-83.8868517,East Side School
33.1026288,-83.886573,School Number 34 (historical)
34.9381442,-83.8857354,West Union School (historical)
33.8301094,-83.8854599,Loganville High School
31.7026762,-83.8854552,Doles School (historical)
34.275101,-83.8854574,McEver School
32.5451477,-83.8846305,Hunt School
33.8301094,-83.8846264,Loganville Middle School
34.2285,-83.883,Oakwood Police Station
32.5451477,-83.8829639,Hunt Elementary School
32.8731925,-83.8826855,Montpelier Institute (historical)
33.1529047,-83.8824058,Cabaniss School (historical)
34.2262132,-83.8804566,Oakwood Elementary School
31.4226805,-83.8793443,Evergreen School (historical)
31.346571,-83.8785105,Coleman School (historical)
34.79648,-83.8782395,Choestoe School (historical)
31.6729545,-83.8768438,Abrams School (historical)
34.101493,-83.8765673,Ben Hill School (historical)
34.8245351,-83.8762941,Old Liberty School (historical)
33.6106698,-83.8760167,Cousins High School
33.6132,-83.876,Cousins Middle School
34.8581457,-83.8751819,Track Rock School (historical)
34.075387,-83.874494,Duncan Creek Elementary School
34.763425,-83.8740738,Hood School (historical)
31.7951752,-83.8740651,New Hope School
34.9653662,-83.8737894,Brasstown School (historical)
31.2015738,-83.8729533,Funston Elementary School
34.0746,-83.8729,Duncan Creek Elementary
34.0756,-83.8729,Hamilton Mill Area High School
32.0146162,-83.8721188,Adkins School (historical)
34.07569,-83.871619,Frank N Osborne Middle School
34.07569,-83.871619,Mill Creek High School
31.2340733,-83.8712873,Buckhead School (historical)
33.5655,-83.8708,Middle Ridge Elementary School
33.5968,-83.8702,Montessori School of Covington
33.0267987,-83.8699062,Walker School (historical)
33.5928925,-83.8685164,Washington Street School
34.8187021,-83.8679606,Town Creek School (historical)
34.2347035,-83.8677149,Gainesville State College
33.2967888,-83.8676822,Friendship School (historical)
33.626503,-83.8668495,Palmer Stone Elementary School
31.8532302,-83.8657308,Bridges School (historical)
31.8001753,-83.8651758,Mount Olive School (historical)
31.6235109,-83.8648992,Gregory School (historical)
34.2356133,-83.864426,Lanier Technical Institute
34.22,-83.8635,Trinity Day School
34.5345397,-83.8615733,Grace School
31.0115769,-83.8612821,Junior Academy
33.7837,-83.8595,Walker Park Elementary School
33.7837,-83.8595,Youth Elementary School
34.2231582,-83.8593443,South Hall School
33.3020665,-83.8574039,Oak Hill School (historical)
33.7884442,-83.8568479,West Walton School
30.9118575,-83.8565577,Centennial School (historical)
33.9455,-83.8564,Harbins Elementary School
34.4222,-83.8564,North Hall Middle School
34.8120357,-83.8560156,New Liberty School (historical)
31.9068407,-83.8560078,Crisp Academy
33.9432,-83.8554,Harbins Elementary School
31.3732374,-83.8551769,Minton School
33.5995592,-83.8549046,Ficquett Elementary School
31.9093407,-83.8546188,Ebenezer School (historical)
34.4931516,-83.8543506,Wahoo School (historical)
34.223436,-83.8543441,Johnson Comprehensive High School
34.6723156,-83.8535175,Blue Ridge School (historical)
34.2634353,-83.8532333,Lyman Hall Elementary School
33.5998371,-83.8524045,Sharp Middle School
31.427403,-83.8523991,Harrisonville School (historical)
34.4270422,-83.8512933,North Hall School
34.42732,-83.8507377,Mount Vernon School (historical)
34.427,-83.8503,North Hall High School
34.7909251,-83.8501827,Pine Top School (historical)
31.5357346,-83.8490658,Holley School
31.7029548,-83.8485092,Gum Creek School (historical)
33.4687289,-83.8482378,Heard-Mixon School
34.933423,-83.8468445,Young Harris College
31.3676821,-83.8462877,Old Minton School (historical)
31.5299014,-83.8448989,Oak Hill High School (historical)
31.2885169,-83.8446208,Elm School (historical)
34.2992679,-83.844345,Gainesville High School
31.545179,-83.8423988,Dearisio Primary School
34.2831573,-83.8421222,Lyman Hall School
34.9812002,-83.8421205,Calvary School
32.8084728,-83.8415742,White Spring School (historical)
31.550179,-83.8415654,Worth County Comprehensive High School
34.2520469,-83.8410102,Jones Elementary School
33.2359576,-83.8404584,Rocky Hill School (historical)
34.1745482,-83.8404545,Chestnut Mountain School
31.6857331,-83.8360088,Denby School (historical)
31.551568,-83.8357318,Worth Academy
31.5432348,-83.8354541,Sylvester Primary School
31.3112944,-83.8348985,Okapilco School (historical)
32.9937448,-83.8346275,Deerlick Academy (historical)
31.5326793,-83.8332318,Sylvester Consolidated School (historical)
30.7010307,-83.832942,Union School
34.3323227,-83.8326788,Riverside Academy
34.2862129,-83.8321219,Miller Park School
31.1551859,-83.8304518,Midway School (historical)
31.4732359,-83.8298986,Oak Grove School (historical)
34.2995459,-83.8296221,Gainesville Junior High School
31.5340683,-83.8293428,Worth County Middle School
31.6532336,-83.8279532,Bowen School (historical)
33.7912226,-83.8274019,Carters Hill School (historical)
32.1826641,-83.8271215,Forest Chapel School (historical)
34.3012126,-83.8260109,Westminster Christian School
34.2945461,-83.8248996,Main Street School
34.0098292,-83.8246202,Auburn Elementary School
34.3076014,-83.8240666,Candler Street School
31.1899076,-83.8240637,Centreville School (historical)
34.3228788,-83.822956,Enota School
34.3034348,-83.8223997,Brenau Academy
31.9876732,-83.8218393,Macedonia School (historical)
34.3028793,-83.8215664,Brenau College
34.2823243,-83.8204546,Gainesville Mill School
31.448792,-83.8198983,Tempy Consolidated School (historical)
31.3460161,-83.8187872,South Minton School (historical)
31.7321218,-83.8179523,Unionville School (historical)
32.80514,-83.8157405,Redding School
34.299824,-83.8132325,Fair Street School
34.5345403,-83.8129609,Shoal Creek School
33.1031855,-83.8124031,Juliette School (historical)
34.3328787,-83.8121224,River Bend School
31.7718437,-83.8090628,Vickers School (historical)
34.3209346,-83.8065663,Lakeview Academy
31.1768524,-83.8060076,Vereen School
33.0284661,-83.806015,Holly Grove School (historical)
31.2474069,-83.8057314,Rocky Ford School (historical)
31.889064,-83.8057284,Clements School (historical)
33.2084592,-83.805179,Oak Grove School (historical)
31.2471291,-83.8043425,Okapilco School
34.4450979,-83.8040702,Wauka Mountain School
31.4101818,-83.8032311,Powelltown School (historical)
34.2873246,-83.8012872,R E Butler Mental Retardation School
32.1037792,-83.7996188,Dooly COunty High School
31.1915744,-83.7993411,Gray School
32.3773771,-83.798515,Davis Chapel School (historical)
30.9624117,-83.7976691,Airline School (historical)
31.1843523,-83.7973966,Colquitt County Training School (historical)
31.1029646,-83.796839,Sunset School
31.9543408,-83.7968387,Southwestern School
32.6615334,-83.7960188,Friendship School (historical)
31.1690748,-83.7957295,Colquitt County Junior High School
31.1690748,-83.7957295,Moultrie High School (historical)
31.9715627,-83.7954498,A S Clark Elementary School
33.5445615,-83.79518,East Newton School
32.9793015,-83.7949042,Rosenwall School (historical)
33.3609548,-83.7949011,Warren Academy (historical)
32.7895851,-83.7946293,Pleasant Grove School (historical)
31.1718525,-83.7943406,Moultrie Junior High School (historical)
32.0893356,-83.7935072,Faith Christian School
32.9373583,-83.7926826,Mount Zion Academy (historical)
31.1754636,-83.7912852,Central School
32.3093248,-83.7910128,McInnis School (historical)
31.8354541,-83.7901727,Saint James School (historical)
31.9640629,-83.7901719,Gillespie Selden Institute
31.9571185,-83.7896163,Southview School
31.1882412,-83.7882299,North End Public School (historical)
31.1551861,-83.7876736,Wright School
31.9565631,-83.7871162,Holsey Institute (historical)
31.516847,-83.786008,Poulan Consolidated School (historical)
32.9868014,-83.7849038,Midway School (historical)
31.589624,-83.7843408,Pleasant Grove School (historical)
34.2098267,-83.7837851,Myers Elementary School
32.0932244,-83.783507,Vienna Elementary School
33.7905,-83.7834,Atha Road Elementary School
33.1942935,-83.7815669,Mount Olive School (historical)
33.1076301,-83.7810127,Juliette Junior High School (historical)
31.9773961,-83.7810048,Northern Heights School (historical)
33.8417782,-83.780454,Double Springs School (historical)
32.5045934,-83.7799075,Davis Hill School (historical)
34.0442744,-83.7765624,County Line Elementary School
31.1335198,-83.7760062,Pineland School
31.9654519,-83.7754492,O'Neal Grammar School
34.0281636,-83.7754512,Nazareth School (historical)
34.3109355,-83.7751757,White Sulphur School
31.1690749,-83.7740627,Cox School
34.598429,-83.7737925,Jack Nix Primary School
33.3020678,-83.7735105,Wallers Academy (historical)
31.9790628,-83.7718378,Blackshear Trail School
31.305184,-83.7712865,Harkan School (historical)
34.1334395,-83.7707288,Center Union School (historical)
31.9543411,-83.7698935,Pate School
31.7768445,-83.7693389,Hopewell School (historical)
34.4848195,-83.768515,Chattahoochee School
31.7346229,-83.7679503,Davis School (historical)
31.0618542,-83.7646155,Autreyville School (historical)
31.9521189,-83.7646155,Crisp Junior High School
31.9529523,-83.7646155,Crisp County High School
33.9298324,-83.7643406,Bethel School (historical)
31.4482373,-83.7640633,New Bethel School (historical)
31.170186,-83.763507,Colquitt County High School
31.9537856,-83.7632266,Crisp County Area Vocational High School
34.1048291,-83.7629507,Jackson County Elementary School
34.1048291,-83.7623951,County High School
32.6540338,-83.7621296,Byron Elementary School
31.9012867,-83.7612824,Wenona School (historical)
34.3531568,-83.7607322,Air Line School
31.2524071,-83.7601756,Rochelle School (historical)
33.9787204,-83.760173,Kennedy School
34.905648,-83.7601742,Enotah School (historical)
34.351768,-83.7598988,Airline School (historical)
31.6432352,-83.7598951,Bozeman School (historical)
32.4393187,-83.7593497,Westfield School
33.2459584,-83.7582312,Poplar Spring School (historical)
33.9001109,-83.7582296,Tanners Bridge School (historical)
34.0539969,-83.7579504,Bradley School (historical)
32.8631945,-83.7543495,Stratford Academy
31.3724053,-83.7543413,Wrights Chapel Consolidated School (historical)
34.9489809,-83.7537835,Towns County High School
32.6507007,-83.7521295,Byron School
32.1437776,-83.7518405,Sandy Mount School (historical)
31.6779572,-83.7510056,Prosperity School (historical)
34.9731474,-83.7510047,Lower Bell Creek School (historical)
31.1815749,-83.7501738,Moultrie Area Technical Institute
34.5959293,-83.7487917,Truett McConnell College
33.9506658,-83.748784,Carter Hill School (historical)
32.8898604,-83.7468488,Howard School (historical)
30.9560231,-83.7448903,Pavo Elementary School
34.1645506,-83.7435054,Fairview School (historical)
32.2590496,-83.7432322,Unadilla Elementary School
32.3129359,-83.7424007,Spring Hill School (historical)
33.7903913,-83.7418416,George Walton Academy
34.3345464,-83.7415641,East Hall High School
34.7117616,-83.7415678,Robertstown School
34.3088,-83.7406,East Hall Middle School
32.262105,-83.7401768,Unadilla High School
32.4657062,-83.7393504,New Hope School
32.8337509,-83.739072,Goodwin School (historical)
31.9901741,-83.7382258,Midway School (historical)
34.7031505,-83.7379566,Helen School
31.0043552,-83.7373914,Shelly School (historical)
30.8885253,-83.7368326,Barwick Elementary School
33.8367795,-83.7343405,Monroe Agricultural and Mechanical College (historical)
33.5209523,-83.7340666,Mansfield Elementary School
31.5096257,-83.733784,Sumner Consolidated School (historical)
32.8121756,-83.7322904,Macon State College
32.0162842,-83.7318371,Sharon School (historical)
32.3868212,-83.7315699,Laidler Springs School (historical)
34.9309257,-83.7315607,Towns County Comprehensive School
32.4609841,-83.7312946,Perry Academy (historical)
33.8367795,-83.7312849,Walker Park School
32.4582065,-83.7287945,Houston Female College (historical)
31.5051814,-83.7287838,Parker School
31.1907416,-83.7285064,Stallings School (historical)
34.2723262,-83.7282279,Tadmore School
34.0051094,-83.7276712,Winder-Barrow High School
32.4582065,-83.7274056,Perry Elementary School
33.1837392,-83.7273978,Hardin School (historical)
32.4582065,-83.7271278,Elem School
33.4598428,-83.7268437,Rock Hill School (historical)
34.9117593,-83.7268388,Macedonia School
32.4676504,-83.7257392,Perry High School
34.9112037,-83.7251722,Macedonia School (historical)
32.0535046,-83.7240602,King School (historical)
33.9973319,-83.7237822,Winder High School (historical)
31.739068,-83.7232263,County Line School (historical)
33.9981653,-83.7232266,Richard B Russell Middle School
32.5345923,-83.7221291,Smyrna School (historical)
33.9967764,-83.7221154,Winder Grade School (historical)
32.4495957,-83.7215719,Tucker School
32.8918047,-83.7212924,Tattnal Square Academy
34.9825918,-83.7212806,Upper Bell School (historical)
32.4618174,-83.7207389,Perry Middle School
32.9048599,-83.7199032,Springdale School
33.6578946,-83.7198978,Social Circle School
33.9301112,-83.7182273,Bethlehem Elementary School
33.9301112,-83.7176718,Bethlehem Junior High School (historical)
34.2492715,-83.7171156,Pool School (historical)
34.9173147,-83.7171159,Macedonia Community School (historical)
31.6779576,-83.7165599,Shingler School (historical)
33.8040029,-83.715729,Carver High School
34.3620459,-83.7157308,White Hall School (historical)
31.1101872,-83.7157263,Culbertson School
32.8745829,-83.7154593,Wesleyan College
34.15344,-83.7146154,Victory Hill School (historical)
32.8256955,-83.7143492,Union School
32.8137513,-83.7140718,W T Morgan Elementary School
34.0356647,-83.7137818,Rockwell School (historical)
33.7995586,-83.7123956,Monroe Elementary School
32.9087486,-83.7115695,Summerfield School (historical)
33.6598393,-83.7115641,Social Circle Elementary School
30.7324193,-83.7115503,Grooverville School
33.6598393,-83.7112863,Social Circle Training School (historical)
32.351823,-83.7104574,Southside School
32.4643172,-83.7104612,Morningside Elementary School
33.7859479,-83.7087845,Johnston Institute Grade School (historical)
33.9912211,-83.7085038,Winder-Barrow Middle School
32.7768079,-83.7068502,Burghard School
32.788752,-83.7060166,Barden School
33.8028921,-83.7057286,Monroe High School
33.0168011,-83.7051779,Liberty School (historical)
34.9234258,-83.7046151,Lower Hightower School
31.4474048,-83.7035054,Pine Hill School (historical)
31.4007388,-83.7032278,New Prospect School (historical)
33.8020588,-83.7032284,Monroe Primary School
34.495931,-83.7029574,Skitt Mountain School (historical)
33.9556665,-83.7026708,Corinth School (historical)
32.5729244,-83.6999065,Jerusalem School (historical)
32.6070901,-83.6993509,Smithville School (historical)
31.3576839,-83.6987835,Paulks Chapel Consolidated School (historical)
32.731809,-83.6979619,Windsor Academy
33.3081808,-83.6979518,Piedmont Academy
32.0126735,-83.6965587,Zion Hill School (historical)
34.1778842,-83.6962814,North Jackson School
31.8965652,-83.6960028,Mount Carmel School (historical)
32.5774586,-83.6953176,School
32.5753756,-83.6948885,School
32.8915269,-83.6940693,McKibben Lane School
32.8501391,-83.6937926,Minnie Butler School
31.7740677,-83.6926696,Dakota Consolidated School (historical)
33.9984434,-83.6926698,Hintons Academy (historical)
31.2701851,-83.692117,Norman Park Elementary School
31.1349092,-83.6921149,Indian Creek School (historical)
31.1712976,-83.6921156,Union School (historical)
32.7373643,-83.6915728,Porter School
32.7951405,-83.6915717,Jessie Rice Elementary School
32.6590331,-83.6907396,Dunbar School (historical)
32.8112512,-83.6901823,Macon Area Vocational Technical School
32.8334728,-83.6901818,Riley School
32.1743321,-83.6896184,Union High School (historical)
34.0947162,-83.6894755,Gum Springs Elementry
32.6290339,-83.689073,Centerville Elementary School
31.2712963,-83.6887835,Norman College (historical)
33.3184586,-83.6887849,Jasper County High School
32.608705,-83.6881242,Quail Run Elem
33.2954036,-83.6879513,Washington Park Elementary School
34.0148321,-83.6876696,Holsenbeck School
30.9779675,-83.6873893,Excelsior School (historical)
31.0199109,-83.6873903,Adlai School (historical)
32.8629165,-83.6860142,Alexander School Number 4
31.3065736,-83.6860054,Seizmo School (historical)
32.7229202,-83.684906,Heard School
32.785974,-83.6846273,Gilead Christian Academy
34.2095503,-83.6846144,Pond Park School (historical)
32.8412504,-83.6840703,Stephens School
34.0803864,-83.6835029,Gum Spring School (historical)
32.4962597,-83.6824063,Mount Nebo School (historical)
33.3045702,-83.68184,Monticello Female Academy (historical)
30.9074141,-83.6812762,Drew School (historical)
32.7815297,-83.6801829,Chapel Hill Academy
32.8623609,-83.6799029,Bellevue School
32.8231953,-83.6793484,Matilda Hartley Elementary School
32.8762494,-83.6779581,Rosa Taylor School
32.1026692,-83.6760052,Atkins School (historical)
32.8076401,-83.6754599,Southwest High School
32.7451416,-83.6726836,Macedonia School
32.80764,-83.672682,McEvoy Middle School
31.5326819,-83.6723925,Willis School (historical)
32.4134863,-83.6718478,Oak Grove School (historical)
31.7004578,-83.6712803,Turner County Junior High School
34.0670534,-83.6710024,Collins School (historical)
32.8479168,-83.6685141,Georgia Academy for the Blind
31.3446288,-83.6679489,Perry School (historical)
30.7846403,-83.6673837,Westbrook High School
34.9437034,-83.6665568,Pine Grove School (historical)
32.8243063,-83.6660147,Unionville School
30.8346387,-83.6657183,Brannon School (historical)
30.8207504,-83.6654402,Simmon Hill School
32.1468337,-83.6646173,Mars Hill School (historical)
31.1154653,-83.6640579,Odom Elementary School
31.6274031,-83.6640583,Little River School (historical)
32.2596057,-83.6626761,Butler Hill School (historical)
34.1289967,-83.6626689,New Virgil School (historical)
33.6584521,-83.6623952,Hawkins Academy (historical)
34.3912123,-83.6623964,Lula School
32.8248617,-83.6621257,Hamilton School
