LAT,LONG,NAME
33.6963,-84.4307,Victory Charter Elementary School
33.536779,-84.430204,The Busey School
33.6753865,-84.4302055,Quillian-East Point Elementary School
33.9924,-84.4295,Wood Acres Country Day School
33.6757,-84.4291,KIPP Charter School
34.9217478,-84.4290917,Lebanon School
32.9148532,-84.427421,Thurston School
33.7720506,-84.4271506,Clara Muhammad School
32.893465,-84.427143,Fellowship School (historical)
34.8931373,-84.4263138,Mount Moriah School
34.471202,-84.4257583,Pickens Technical School
33.6784419,-84.4249275,Park Lane School
33.8428821,-84.4238173,Trinity School
34.1703745,-84.4235383,Hickory Flat Elementary School
33.8432,-84.4234,Atlanta Girls School
33.7220518,-84.4232612,Ragsdale School
34.4364804,-84.4232584,Harmony School (historical)
33.9640261,-84.4230506,Mount Bethel Christian Academy
33.8731592,-84.422984,Warren T Jackson Elementary School
34.1703745,-84.4229828,Dean Rusk Middle School
34.3100939,-84.4229816,Lays School
33.7487178,-84.4227059,M Agnes Jones Elementary School
33.8414,-84.4225,Atlanta Speech School
33.7431625,-84.4215947,Rusk Elementary School
33.7338889,-84.4211111,Joseph Emerson Brown Middle School
33.763162,-84.4207614,Alonzo F Herndon Elementary School
33.9176024,-84.4207617,Heards Ferry Elementary School
33.737607,-84.4202057,McClendons School of Dance
34.0173222,-84.4202062,Tritt School
33.7070522,-84.4199276,Sylvan Hills School
33.7389959,-84.4196501,Rusk Elementary School
31.9718295,-84.4196362,Mossydell School (historical)
33.4631696,-84.4193699,Gilberts School (historical)
33.7381626,-84.4193723,Saint Anthonys School
34.445647,-84.4193693,Pickens County Middle School
32.7506919,-84.4185303,Collingsworth Institute (historical)
33.7151076,-84.4179832,Sylvan Hills Middle School
33.5631672,-84.4177039,Church Street School
33.979823,-84.4177062,Mount Bethel Elementary School
33.7570509,-84.417428,KIPP West Atlanta Young Scholars Academy
33.9896,-84.4173,East Cobb Christian School
33.9176024,-84.4171505,Riverwood High School
33.9692678,-84.4171506,Dickerson Middle School
33.8298268,-84.4154836,Morris Brandon Elementary School
34.2400952,-84.4154819,Buffington Elementary School
30.9512991,-84.4151869,Parker School (historical)
33.7487178,-84.4138167,Morehouse College
33.7392736,-84.4135388,Lee Street School
33.7856613,-84.413539,Blandtown School
33.7310191,-84.4135054,Genesis Day Care
33.9082,-84.4131,Holy Innocents Episcopal School
33.6981636,-84.4124273,Perkerson Elementary School
33.7603842,-84.41215,John Fitzgerald Kennedy Middle School
33.7427,-84.412,Moorehouse School of Medicine
33.7998276,-84.4118722,Howe School
33.8774,-84.4118,Holy Spirit Preparatory School
33.5206683,-84.4115922,Pointe South Junior High School
33.8773256,-84.4115947,Mount Vernon Christian Academy
33.74844,-84.4113166,Clark College
33.5231682,-84.4113144,Pointe South Elementary School
33.6656644,-84.411038,North Avenue School
33.7706617,-84.4110389,English Avenue Elementary School
33.7262544,-84.4107706,George W. Adair
30.7629706,-84.4107414,Mount Moriah School (historical)
31.8026667,-84.4101927,Midway School (historical)
33.680664,-84.409927,Emma Hutchinson Elementary School
34.0618,-84.4089,Village Montessori School
33.7545509,-84.4088165,Interdenominational Theological Center
33.6556647,-84.4085378,College Street School
33.7551065,-84.4085387,Morris Brown College
33.778717,-84.4085388,Haygood School
33.5731669,-84.4077037,Riverdale Elementary School
33.7523287,-84.4074276,Oglethorpe Elementary School
33.7537176,-84.4074276,Atlanta University
33.5631671,-84.4068702,Riverdale Middle School
33.7064966,-84.4068715,Atlanta Junior College
33.7156631,-84.4068716,Capitol View Elementary School
33.6602,-84.4067,Hapeville Elementary School
33.8323267,-84.4065944,Northside High School
33.7267755,-84.4063245,Atlanta Theological Seminary/ Salvation Army College
33.6603914,-84.4063169,Hapeville Elementary School
33.9952,-84.4059,Timber Ridge Elementary School
33.6614978,-84.40576,Josephine Wells Elementary School
33.7551065,-84.4057608,Ware School
33.7267739,-84.4054829,Salvation Army Training College
33.7307584,-84.4054309,Charles L Gideons Elementary School
33.7117743,-84.4043715,Atlanta Area Technical School
34.8206389,-84.4043683,Harper School (historical)
34.0706544,-84.404094,Mountain Park School
33.7606619,-84.4035385,Mary McLeod Bethune Elementary School
34.1408,-84.4031,Mountain Road Elementary School
33.4253924,-84.4029806,Crossroads School (historical)
33.7056633,-84.4021492,Jeremiah Gilbert School
33.5565006,-84.40187,Riverdale High School
33.7417735,-84.4013162,Paul Laurence Dunbar Elementary School
33.772606,-84.4013163,State Street School (historical)
33.7501065,-84.4010384,Walker Street School
32.9840177,-84.4007545,Smyrna School (historical)
33.7662172,-84.4004829,Gray Street School
32.8723547,-84.4004757,Sunnyside School (historical)
33.8739923,-84.3999275,Willis Sutton Middle School
34.399259,-84.3999245,Green School (historical)
33.9286,-84.3986,Epstein School
33.6556646,-84.3985375,Saint Johns School
33.9287132,-84.3985387,Underwood Hills Elementary School
33.6901081,-84.3977045,Brewer Elementary School
33.7487177,-84.3971494,Angiers Academy (historical)
33.7487177,-84.3971494,Holland Free School (historical)
33.7439956,-84.3965938,Formwalt School
33.7250386,-84.396434,Walter Leonard Parks Middle School
33.7367736,-84.3960381,Georgia Avenue School
33.7625409,-84.3959543,Atlanta New Century School
33.7697222,-84.3955556,Centennial Place Elementary School
33.7667728,-84.3949271,Luckie Street School
33.6667754,-84.3946485,Crawford Williamson Long Middle School
33.7306882,-84.394145,Pryor Street School
32.0273842,-84.3932467,Rosenwald School (historical)
33.912,-84.3931,First Montessori School of Atlanta
33.7484398,-84.3927048,Smith-Hughes Vocational School
33.748896,-84.392355,School
34.0137111,-84.3921496,High Meadows School
32.0273843,-84.3918577,West Side School
33.7695504,-84.3915937,Fowler Street School
33.6814972,-84.3913153,Cleveland Avenue Elementary School
33.7181629,-84.3913156,Thomas Heathe Slater Elementary School
34.777862,-84.3910343,Rocky Creek School
33.7489954,-84.3904825,Girls High School (historical)
33.8195491,-84.389927,E Rivers Elementary School
32.0368286,-84.3899134,Plains High School
32.9023537,-84.3896424,Westwood School
33.7184406,-84.3890933,Carver High School
33.7184406,-84.3888155,Carver Vocational School
33.7151074,-84.3885377,Campbell Elementary School
30.8324134,-84.3885186,Bell-Dixon School (historical)
33.7326069,-84.38826,Key School
33.7537607,-84.3881235,Georgia State University
33.7194444,-84.3880556,Early College High School at Carver
34.6353652,-84.3879787,Oakland Elementary School
34.9484142,-84.387979,Epworth School
33.7178851,-84.3877043,Gammon Theological Seminary
33.7092742,-84.3874265,Luther Judson Price Middle School
32.8279119,-84.3871416,Flint Hill School (historical)
34.9489698,-84.3871455,Epworth Seminary (historical)
30.9515771,-84.3871304,Grants School (historical)
33.778439,-84.3868712,Academy of Medicine
33.7515983,-84.3863211,Georgia State University
33.8278823,-84.3863158,Cathedral of Christ the King
33.5373343,-84.3863139,Carrie D Kendrick Middle School
33.7528842,-84.3860379,Georgia State University
33.7513098,-84.385969,GSU Gym
34.8606383,-84.3854787,Redbush School (historical)
32.9412413,-84.3851983,Burkett School (historical)
33.7536037,-84.3848705,Alumni Hall
34.9498031,-84.3846454,Attala Seminary (historical)
33.8878808,-84.3843714,Liberty Guinn School
33.7546994,-84.3839635,GSU Book Store
33.7546994,-84.3839549,GSU Book Store
33.9107,-84.3839,Solidarity School
33.7339958,-84.3838154,McGill Elementary School
33.7592729,-84.3838156,Atlanta Female Institute (historical)
33.4934,-84.3837,Mundy's Mill High School
33.7853834,-84.3835378,University School
33.9135,-84.383,Polestar Center for Experiential Education
33.7281626,-84.3829821,Daniel H Stanton Elementary School
34.8603605,-84.3829785,Macedonia School
34.0549,-84.3826,Blessed Trinity Catholic High School
33.7573284,-84.3824266,Storrs School (historical)
33.950657,-84.382427,Spalding Drive Elementary School
33.7637172,-84.3821488,Emory University School of Dentistry
33.7534396,-84.381871,Atlanta Medical College (historical)
34.0628767,-84.3815933,Roswell High School
34.4839798,-84.3815899,Sharp Top School (historical)
33.9206578,-84.3813158,Sandy Springs Middle School
33.7720821,-84.3811129,Ivey Hall
33.7209405,-84.3810374,Milton Avenue School
33.7656616,-84.3810377,Hill School (historical)
31.6579484,-84.3810243,Community Grove School (historical)
33.7467732,-84.3807598,Cook School
33.73844,-84.380482,Martin Luther King Junior Middle School
33.7803835,-84.3802044,Tenth Street School
34.9234148,-84.3802008,West Fannin School
33.7392734,-84.3799264,Martin Luther King Jr Middle School Urban Learning Center
33.7403845,-84.3793708,Southside High School
34.9070262,-84.3788118,Gravelly Gap School (historical)
33.6587199,-84.3785368,Blair Village Elementary School (historical)
33.8331063,-84.3785072,(Ex) North Fulton High School (Now AIS)
33.8334,-84.3785,Atlanta International School
33.8326043,-84.3774266,Garden Hills Elementary School
33.7584395,-84.3771486,Austin Thomas Walden Middle School
33.7053854,-84.3768704,Lakewood Elementary School
34.3412045,-84.3768686,Ball Ground Elementary School
33.6717752,-84.3763147,Joseph Humphries Elementary School
33.9251021,-84.3763156,Hammond School
33.7359401,-84.3760374,Neighborhood Charter School
33.6628865,-84.375759,Heritage Academy Elementary School
33.7514952,-84.375482,H R Butler School (historical)
33.8581593,-84.3754822,Sarah Rawson Smith Elementary School
31.9948854,-84.3754684,Providence School (historical)
33.7818,-84.3753,Children's School
34.0512102,-84.3752042,Fellowship Christian Academy
33.9391776,-84.3751664,School
34.9853581,-84.3746451,McCaysville Elementary School
33.7678837,-84.3743707,C W Hill Elementary School
33.7714947,-84.3743708,Ella Smillie School
33.6117768,-84.3738141,Fountain School
34.0101,-84.3738156,Howards School
33.5353899,-84.3735357,Swint Elementary School
34.0081556,-84.37326,Saint Francis School
33.7570506,-84.3724262,John Hope School
33.6987188,-84.372148,Fulton High School
33.9246,-84.3719,Mount Veron Presbyterian School
33.7803882,-84.3715992,Henry Grady High School
33.7551062,-84.3715929,Archbishop R Ryan Memorial School
33.8456596,-84.3715931,R L Hope School
33.6326095,-84.3713142,Hendrix Drive Elementary School
33.755384,-84.3699262,Baptist Memorial Institute (historical)
33.8992694,-84.3699264,High Point Elementary School
34.3103717,-84.3696464,Flatbottom School (historical)
31.8307223,-84.369636,Bronwood School (historical)
34.1161,-84.3693,Mill Springs Acadmey
33.758995,-84.3682594,Howard High School
34.0375994,-84.3682596,Roswell North School
34.1175,-84.3671,Mill Springs Academy
33.6889969,-84.36687,Tull Waters Elementary School
33.8021,-84.3668,Heritage Preparatory School of Georgia
33.8959,-84.3668,Greenfield Hebrew Academy
33.7639949,-84.3665927,Nathan Forest School
34.8131393,-84.3665887,Cherrying School
33.7289958,-84.3663147,Jones School
33.6101101,-84.3646471,Ash Street Elementary School
33.7164961,-84.3646479,Frederick Wilson Benteen Elementary School
33.735,-84.3644444,Parkside Elementary School
33.4942798,-84.3638129,Brown Elementary School
34.0400993,-84.3635372,Crabapple Middle School
33.7001076,-84.3632588,John Wesley Dobbs Elementary School
33.957879,-84.3629819,North Springs High School
33.7420509,-84.3627036,Grant Park School
33.7820499,-84.3627037,Samuel Martin Inman Middle School
33.9664899,-84.3621484,Morgan Falls School
33.6709417,-84.3618696,George High School
33.8201046,-84.3615926,Rock Springs School
34.8784158,-84.3615887,Sugar Creek School (historical)
33.7394254,-84.3615504,Maynard H. Jackson High School
33.6214986,-84.3602026,Consolidated School
33.5717778,-84.3599245,Tara Elementary School
33.9699,-84.3599,Atlanta Country Day School
33.6217764,-84.359647,Forest Park Junior High School
34.2534281,-84.3596466,Macedonia Elementary School
33.9181578,-84.3593704,Webb School
33.8978804,-84.3590927,Ridgeview Middle School
34.1964849,-84.3588136,Union Hill School
33.5245567,-84.3582574,Jonesboro Junior High School
33.737051,-84.3579812,Beulah Heights Bible College
33.548445,-84.357702,George W Kilpatrick Elementary School
33.4615024,-84.357424,Kemp Elementary School
33.5187236,-84.357424,Clayton High School (historical)
34.2495393,-84.3574243,Macedonia School
32.877077,-84.3574193,Cedar Grove School (historical)
33.5085,-84.357,Divine Faith Ministries School
33.5190014,-84.3568684,Middle Georgia College (historical)
33.524279,-84.3565907,Lee Street Elementary School
33.8470483,-84.3560369,Carter School
33.5365009,-84.3554797,North Jonesboro School
33.6081657,-84.3554802,Lake City Elementary School
33.7259402,-84.355481,Georgia State Police Academy
33.7039964,-84.3552031,Thomasville Heights Elementary School
33.7712168,-84.3552034,Highland School
33.147899,-84.3549228,Pine Forest School (historical)
33.7326067,-84.3549254,Atlanta Charter Middle School
33.7566728,-84.3546139,The Atlanta School
33.6053879,-84.3543689,Forest Park Senior High School
33.7459396,-84.3535366,Tech High School
34.0281551,-84.3535369,North Fulton Alternative Center
33.5362,-84.3535,Clayton County Alternative School
33.6037213,-84.3532578,Babb Junior High School
33.7142739,-84.3532586,Thomas Jefferson School
34.6706425,-84.3532547,Rolston School (historical)
31.8548887,-84.3532465,Gunnels Academy (historical)
33.7970495,-84.3529812,Morningside Elementary School
33.5862217,-84.3527021,B C Haynie Elementary School
33.7617726,-84.3521477,Moreland School
33.9612122,-84.352148,Woodland Elementary School
32.9354083,-84.352142,Jeff Davis School (historical)
33.9959,-84.352,Rivercliff Lutheran School
33.7639948,-84.3515922,Bass High School
33.4870575,-84.3513126,Mundys Mill Junior High School
33.9195465,-84.3499257,North Metro Campus Georgia State University
33.6328872,-84.3496468,J E Edmonds Elementary School
33.8597,-84.3493,Sophia Academy
33.7393,-84.349,Light of the World Christian School
33.6387203,-84.3482579,J H Huie Elementary School
33.7412175,-84.3482586,Gordon School
33.524279,-84.3479794,J W Arnold Elementary School
34.9834139,-84.3474218,Painwill School
33.8878806,-84.3457588,Lynwood Park School
33.5148347,-84.3454792,Lillie E Suder Elementary School
32.8170792,-84.3449185,Pleasant Grove School (historical)
33.7798,-84.3447,Charter BHC at Laurel Heights
33.0892906,-84.3446439,Pike County High School
33.7242736,-84.3432583,Sky Haven Elementary School
33.5426118,-84.3429794,Jonesboro Senior High School
33.5936,-84.3426,Clayton Christian School
33.0951236,-84.3424218,Pike County Elementary School
33.7528839,-84.3418695,Whitefoord Elementary School
33.5881661,-84.3415907,Morrow Elementary School
34.8423056,-84.3415877,Robinson School (historical)
31.3176795,-84.3412981,Baker County Elementary School
33.9763,-84.3412,Dunwoody Springs Elementary School
31.7240583,-84.3410244,Dunbar School (historical)
33.4427,-84.3404,Lovejoy Middle School
33.7754,-84.3401,Howard School Central Campus
32.9529077,-84.3399197,Atwater School
34.0937092,-84.339647,Northwestern School
34.4384251,-84.3396442,Marble Hill School (historical)
33.4789,-84.3396,Clayton County Regional Law Enforcement Academy
33.7698279,-84.3393694,Lin Elementary School
33.9959335,-84.3393698,Crestwood High School
33.9959335,-84.3393698,Sandy Springs Middle School
34.091,-84.3393,Crabapple Crossing Elementary School
34.061,-84.3391,Hembree Springs Elementary School
30.7365829,-84.3390716,Beck Branch School
33.491825,-84.338504,Laurus Technical Institute
33.8098269,-84.3382583,Briar Vista Elementary School
33.8434372,-84.3382584,Cross Keys High School
33.8758662,-84.3378741,KIPP PATH Academy Elementary School
33.8759364,-84.3377029,Jim Cherry School
33.5467,-84.3376,James Jackson Elementary School
33.75433,-84.3373384,Sammye E Coan Middle School
33.8414928,-84.3371472,Woodward Elementary School
34.0112109,-84.3368696,Cottage School
34.0343,-84.3366,Eaton Academy
33.9595455,-84.3357585,Austin Elementary School
31.9812753,-84.3357452,Tropic School (historical)
33.0490147,-84.3349209,Fincher School (historical)
30.8771348,-84.3349058,Whigham School
31.6773928,-84.3346347,Piney Grove School (historical)
33.9008,-84.3346,Marist School
34.0545433,-84.3343693,Montessori Hammond School
34.0539,-84.3342,Elkins Pointe Middle School
33.7189,-84.3333,New Generation Christian Academy
33.6403869,-84.3332574,Jewell Anderson Elementary School
34.0611,-84.3325,Cross of Life Montessori School
33.910076,-84.3320928,Montgomery Elementary School
33.8914916,-84.3318693,Johnson Ferry Elementary School
33.9445458,-84.3318694,DeKalb County Cultural Arts School
33.7406619,-84.3315913,Burgess-Peterson Academy School
33.8742698,-84.3315916,Oglethorpe University
34.0359326,-84.3315916,Mimoza School
34.0362,-84.3315,Mimosa Elementary School
33.7462173,-84.3313135,Crim Open Campus High School
34.4012036,-84.3310331,Federal School (historical)
34.0324,-84.3306,Chrysalis Experiential Academy
33.7228846,-84.3304801,Gartha B Peterson Elementary School (historical)
33.8856584,-84.3304805,Our Lady of the Assumption School
31.8273896,-84.3304685,Holly Mott School (historical)
33.7237179,-84.3296466,East Atlanta Middle School
33.8801154,-84.3290443,Saint Martin's Episcopal School
34.8528611,-84.3288093,Fannin County Comprehensive High School
33.7551059,-84.3285357,Fred A Toomer Elementary School
33.8263,-84.3283,Kittredge Magnet School
33.8264931,-84.328258,Kittredge Magnet School for High Achievers
32.9679072,-84.3279752,Gordon School (historical)
33.5945547,-84.3279792,Clayton College and State University
33.7187,-84.3276,First Steps Christian Academy
34.3425934,-84.3274225,Cherry Grove School (historical)
33.5231678,-84.3268676,M D Roberts Middle School
33.7051073,-84.3263131,Walker High School
32.8831881,-84.3260299,Robert E Lee Grade School (historical)
33.7051,-84.3259,McNair High School
32.9004097,-84.3257522,Worthy Middle School
33.9379,-84.3256,Atlanta North School of SDA
33.8256598,-84.3254802,Briarcliff High School
34.3028718,-84.3249228,Liberty School (historical)
31.9573871,-84.3249118,Thomson School (historical)
32.885688,-84.3246409,Robert E Lee Institute
33.7993388,-84.3240197,Benjamin Franklin Academy
33.7980093,-84.3238973,Nell Hodgson Woodruff School of Nursing
33.756217,-84.3224243,Kirkwood Elementary School
33.5601,-84.3224,Mount Zion Christian Academy
33.8742697,-84.3221467,Ashford Park Elementary School
33.8143,-84.3219,Torah Day School of Atlanta
33.8292708,-84.3207577,Margaret Harris High School for Exceptional Students
33.8292708,-84.3207577,Mount Moriah School
33.832,-84.3205,Immaculate Heart of Mary
32.8529115,-84.320474,Shepherd School (historical)
33.9151049,-84.3202053,Kittridge Magnet School
33.8476037,-84.3199244,Montclair School
34.1206199,-84.3194652,Summit Hill Elementary School
34.1206199,-84.319448,Summit Hill Elementary School
32.8637444,-84.3188073,Upson County Area Vocational School
32.8945765,-84.3185298,East Thomaston School
33.8152,-84.3183,Intown Community School
33.5817773,-84.3182566,Lake Harbin Elementary School
34.6578652,-84.3179754,Twiggs School (historical)
32.971796,-84.3176972,Rocky Mount School (historical)
34.0112109,-84.3174245,Esther Jackson School
33.5963,-84.3168,Evangelical Temple Christian Academy
33.6887187,-84.3165905,Boulder Crest School
33.7785594,-84.3165682,Fernbank Elementary School
33.7783333,-84.3163889,Fernbank Elementary School
33.7348286,-84.3160351,Terry Mill Elementary School
33.9281573,-84.3157577,Shallowford Elementary School
33.7931896,-84.3157184,Druid Hills High School
33.9451013,-84.31548,Dunwoody High School
34.0216,-84.3153,Fulton County Charter High School For Mathematics and Science
32.0071085,-84.3149114,Friendship School (historical)
33.7366,-84.3148,Clara Mohammed School
33.591777,-84.3146454,Morrow Senior High School
33.7451061,-84.3146462,Charles R Drew Charter School
33.8614922,-84.3146464,Skyland School
33.5937213,-84.3143676,Morrow Junior High School
33.7117737,-84.3143682,Gresham Park Elementary School
32.8867991,-84.3138075,Upson High School
33.699274,-84.3135348,Meadowview Elementary School
30.9499109,-84.3121278,Wayside School (historical)
33.9459346,-84.3118686,Vanderlyn Elementary School
33.8967692,-84.3110352,Sexton Woods Psychoeducational Center
33.8173265,-84.3107573,W D Thompson School
33.9925,-84.3107,River Eves Elementary School
32.7998579,-84.3104733,Daniel School (historical)
33.8291,-84.3098,Cliff Valley School
32.149605,-84.3090791,Shiloh School (historical)
34.0611,-84.3083,Fulton Science Academy
33.9409347,-84.3082574,DeKalb Community College North Campus
33.7273287,-84.3077014,Leslie J Steele Elementary School
33.7484393,-84.3071459,East Lake Elementary School
34.8289728,-84.3071415,Snake Nation School
33.2778926,-84.3065906,Cowan Road Elementary School
33.8978802,-84.3063129,Chamblee High School
33.7832282,-84.3062952,City Schools of Decatur - Admin Office
33.2728926,-84.3060351,Griffin Christian Academy
33.7637137,-84.3057582,Oakhurst Elementary School
33.7553836,-84.3054793,Fifth Avenue School
33.9435,-84.305,New Atlanta Jewish Community High School
33.9423236,-84.304924,Occupational Education Center North
32.0118308,-84.3049112,Mount Salem School (historical)
33.7731664,-84.3049153,Saint Thomas More School
33.9964,-84.3049,River Eves Elementary School
33.8331595,-84.3040905,Sagamore Hills Elementary School
34.3387046,-84.3040884,Conn Creek School (historical)
34.933693,-84.3035309,Hot House School (historical)
32.9856843,-84.3029749,Fairview School (historical)
33.9427,-84.3024,DeKalb High School of Technology
33.6970517,-84.30159,Clifton Elementary School
33.390947,-84.3015898,Place of Worship:Calvary Baptist School
34.0714874,-84.3010346,Alpharetta School
33.241782,-84.3007572,Griffin High School
34.0683,-84.3004,King's Ridge Christian School
33.6128874,-84.3002006,East Clayton School
33.911491,-84.2999237,Huntley Hills Elementary School
34.2728723,-84.2990889,Oakland School (historical)
33.7680884,-84.2990143,Renfore Middle School
34.0767721,-84.2988207,Independence Alternative School
30.9251894,-84.2982382,Connells School (historical)
33.9854,-84.298,Brandon Hall School
33.7181623,-84.2979788,Ronald E McNair Junior High School
33.9481568,-84.2974237,Kingsley Elementary School
33.7708615,-84.2969273,Decatur High School
33.6759412,-84.2968674,Cedar Grove Elementary School
33.3409473,-84.2965901,Sunny Side School
32.8198573,-84.2960287,Welcome Grove School (historical)
33.7823264,-84.2960346,Clairemont School
33.9276017,-84.2960347,Chesnut School
34.433981,-84.2960315,Weaver School (historical)
33.9312127,-84.2957569,Peachtree Junior High School
34.6311993,-84.2957522,Salem School (historical)
34.0112108,-84.2952014,Hillside Elementary School
33.3217808,-84.2949235,Beaver Brook School
33.7253843,-84.2946454,Tilson Elementary School
33.2506702,-84.2940907,Flynt Street Middle School
33.6762189,-84.2940896,Cedar Grove High School
34.8723054,-84.2940857,Alsobrook School (historical)
32.8767996,-84.293807,New School (historical)
33.5559444,-84.2932557,Mount Zion Elementary School
33.8689919,-84.2932567,Dresden Elementary School
31.0793522,-84.2929617,County Line School (historical)
32.0212752,-84.2929666,Thalean School (historical)
33.7606,-84.2923,Lullwater School
33.8643,-84.2922,Saint Pius X Catholic High School
33.7747879,-84.292109,Decatur First Methodist Kindergarten
33.6867,-84.2921,Cedar Grove Middle School
34.0789,-84.2919,Alpharetta Methodist Christian Academy
33.7281,-84.2918,Saint Peter Regional Catholic School
33.2523368,-84.2915907,Spalding County Junior High School
33.2553923,-84.2915906,Griffin Technical Institute
33.8495479,-84.29159,Heritage Center
33.2509478,-84.2907573,Orrs School
32.817913,-84.2907508,Martha Berry School (historical)
34.8792498,-84.2907522,Alsobrook School (historical)
34.0070442,-84.2904791,Centennial High School
33.8023268,-84.2899232,W P Medlock School
33.7648268,-84.2896478,Winnona Park Elementary School
34.2392617,-84.2896444,Free Home Elementary School
33.2965031,-84.289368,Vineyard School
33.7759358,-84.2893731,Glenwood Academy
32.7948583,-84.2893616,Martin School (historical)
33.8362149,-84.2888121,Oak Grove Elementary School
34.0755,-84.2886,Lionheart School
33.8278818,-84.2882564,Coralwood School
33.1001227,-84.2871432,Elder Institute (historical)
33.390669,-84.287145,Hampton Elementary School
34.08,-84.286,Manning Oaks Elementary School
33.5898324,-84.2857556,Adamson Junior High School
34.1506524,-84.2854781,Hopewell School
33.8451035,-84.284923,Lakeside High School
33.8249,-84.2846,Arbor Montessori
33.7064959,-84.2838116,Flat Shoals Elementary School
33.71594,-84.2838116,Kelley Lake School
33.9934,-84.2834,Holcomb Bridge Middle School
34.3520377,-84.2826986,Mackey School (historical)
33.995,-84.2826,Holcomb Bridge School
33.7731,-84.2823,Friends School of Atlanta
30.8440805,-84.281848,Turkey Creek School (historical)
33.7278841,-84.2813116,Baptist University of America
34.0406547,-84.2813118,Haynes Bridge Middle School
33.9184351,-84.2810341,Hightower Elementary School
33.7632,-84.281,Waldorf School of Atlanta
33.7642721,-84.2804783,Columbia Seminary
34.7345304,-84.2804731,Big Creek School (historical)
33.2820584,-84.2802014,Highland Mills School (historical)
34.0648208,-84.2802006,Kimball Bridge School
33.2673363,-84.2799237,Kincaid School
33.9073243,-84.2790896,Doraville Driver Education Center
33.7270508,-84.2785337,Toney School
34.0065,-84.278,Nesbit Ferry Montessori
34.0181,-84.2779,Mount Pisgah Christian School
33.2356706,-84.2777014,Annie Shockley Grade School (historical)
33.2381704,-84.2777014,Anne Street Elementary School
33.2453922,-84.2768682,Fourth Ward School
32.9290199,-84.2765849,Ben Hill School (historical)
33.4270574,-84.2763112,Liberty Hill School (historical)
33.2551141,-84.2760349,West Griffin School
33.8151042,-84.2760338,Laurel Ridge Elementary School
33.8862,-84.276,Yeshiva Atlanta High School
34.8970273,-84.2757516,Toccoa School (historical)
33.6887185,-84.2743667,DeKalb Community College South Campus
34.0517038,-84.2742096,New Prospect Elementary School
34.9136937,-84.2735295,Mineral Bluff School
33.5087,-84.2734,Jodeco Learning Center
33.2403924,-84.2732569,Cora Nimmor School (historical)
33.6878852,-84.2732555,Occupational Education Center South
33.8189978,-84.273257,Shamrock Middle School
33.8595475,-84.2732559,Hawthorne Elementary School
34.679254,-84.2729731,Blue Ridge School (historical)
33.7526056,-84.2724224,Hooper Alexander School
33.7187176,-84.2718667,Misty Waters Elementary School
33.8908,-84.2716,Sequoya Middle School
33.8912135,-84.2715893,Sequoyah High School
33.893158,-84.2715893,Cary Reynolds School
34.775363,-84.2715839,Stanley Creek School
33.7031626,-84.2696444,Southwest DeKalb Vocational School
33.8389925,-84.2696446,Briarlake Elementary School
33.6797222,-84.2691667,Oak View Elementary School
33.1292875,-84.2688102,New Hope School (historical)
33.7842716,-84.2685334,Scottdale School
34.9484152,-84.2682518,Pleasant Hill School (historical)
33.759316,-84.2676996,Avondale High School
31.7373922,-84.2665784,Hutchinson School (historical)
33.7437169,-84.2654777,Knollwood Elementary School
33.7453,-84.2647,Atlanta Area Accelerated Academy
33.5233434,-84.2643136,Red Oak Elementary
33.7017737,-84.2638108,DeKalb Fire Academy
33.2326148,-84.2632567,Crescent School
33.2956691,-84.2629789,Jordan Hill Elementary School
33.2562248,-84.2624237,Northside School
33.6242758,-84.2624217,Anvil Block School (historical)
33.8041787,-84.2619541,McLendon Elementary School
33.773994,-84.2618664,Avondale Elementary School
33.2576137,-84.2613126,Moore School
33.5679,-84.2609,Atlanta Baptist College
34.0213215,-84.2609018,Holy Redeemer Elementary School
33.246225,-84.2604792,Taylor Street Middle School
33.2712246,-84.2590902,Atkinson School
33.8562143,-84.2590888,Henderson Mill Elementary School
33.9023243,-84.258811,Oakcliff Elementary School
33.7292729,-84.2585329,Wadsworth Elementary School
32.9156872,-84.2585289,Liberty School (historical)
31.904056,-84.2585217,Smithville Academy
33.988989,-84.2582555,Chattahoochee River Environmental Education Center
33.7118,-84.2581,Greenforest-McCalep Christian Academic Center
33.7253,-84.258,Miller Preparatory Academy for Boys
33.7203842,-84.2579774,Columbia Elementary School
33.1678962,-84.2576998,Friendship School (historical)
33.2567803,-84.2574236,Kelsey School
33.2581691,-84.2574236,Fairmont School
32.8615227,-84.2571394,Lanier School (historical)
33.7743,-84.2571,International Community Charter School
33.2384475,-84.2557567,Third Ward School
33.4756682,-84.255477,Progress School (historical)
33.7870491,-84.2554774,Avondale School
34.826751,-84.2554724,Padena School (historical)
30.9701884,-84.2554594,Live Oak School (historical)
34.6320328,-84.2551949,Bucktown School (historical)
32.9423527,-84.2549179,Rock Hill School
33.7861111,-84.2547222,Robert Shaw Traditional Theme School
32.8923547,-84.2543619,Searcy School (historical)
33.7871,-84.2543,Robert Shaw Theme School
33.7555556,-84.2541667,Midway Elementary School
34.7664744,-84.2526939,Ray School (historical)
34.7361972,-84.2524161,Mathis Chapel School (historical)
33.6991,-84.2523,Rainbow Park Baptist Church School
33.8667696,-84.252144,Henderson High School
32.8323572,-84.2518613,Watson School (historical)
33.7369,-84.2516,Northwoods Montessori School
33.8248525,-84.2515566,Georgia MLS Training Institute
